Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),price(in lakhs)_Scaled
453,2014 Hyundai Xcent 1.2 Kappa S,Sep-14,Comprehensive,Petrol,5,107682.0,First Owner,Manual,2014,19.1,1197.0,1197.0,82.0,3.39,-0.046675375571443606
454,2022 Mercedes-Benz AMG GLA 35 4MATIC,Aug-22,Third Party,Petrol,5,9500.0,First Owner,Automatic,2022,1991.0,30173.0,30173.0,400.0,56.5,-0.03135984274774547
455,2019 Land Rover Discovery Sport Petrol HSE 7S,Jun-19,Comprehensive,Petrol,7,47500.0,First Owner,Automatic,2019,12.81,1997.0,1997.0,23736.0,43.0,-0.0352528891254507
456,2011 Volkswagen Polo Petrol Highline 1.2L,Aug-11,Comprehensive,Petrol,5,101914.0,Second Owner,Manual,2011,16.47,1198.0,1198.0,739.0,2.59,-0.04690607461604835
457,2023 Hyundai Grand i10 Nios Magna BSVI,Apr-23,Comprehensive,Petrol,5,620.0,First Owner,Manual,2023,1197.0,8180.0,8180.0,1138.0,6.65,-0.045735276964679224
458,2019 Maruti Baleno Alpha,Mar-19,Comprehensive,Petrol,5,45507.0,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.49,-0.045781416773600175
459,2015 Audi A8 L 3.0 TDI quattro,Jul-15,Comprehensive,Diesel,4,58000.0,First Owner,Automatic,2015,16.77,2967.0,2967.0,24674.0,29.75,-0.03907384205171695
460,2022 Mercedes-Benz S-Class S 350d BSVI,Oct-22,Comprehensive,Diesel,5,7000.0,First Owner,Automatic,2022,2925.0,28161.0,28161.0,600.0,1.55,-0.04720598337403453
461,2015 Ford Ecosport 1.5 Ti VCT AT Titanium,Mar-15,Comprehensive,Petrol,5,74095.0,Second Owner,Automatic,2015,16.5,1499.0,1499.0,110.0,5.37,-0.04610439543604683
462,2022 BMW X3 xDrive30i M Sport,Feb-22,Zero Dep,Petrol,5,8450.0,First Owner,Automatic,2022,19.0,5.0,5.0,1173.0,71.9,-0.02691888613910395
463,2018 Mercedes-Benz S-Class Maybach S500,Jul-18,Comprehensive,Petrol,4,40000.0,First Owner,Automatic,2018,7.81,4663.0,4663.0,459.0,1.09,-0.047338635324682264
464,2010 Maruti Alto 800 LXi BSIII,Oct-10,Comprehensive,Petrol,5,77684.0,Second Owner,Manual,2010,796.0,463.0,463.0,62.0,1.54,-0.047208867112092094
465,2021 Audi Q5 Technology BSVI,Jan-22,Third Party insurance,Petrol,5,22900.0,First Owner,Automatic,2021,13.47,1984.0,1984.0,24559.0,54.8,-0.031850078217530574
466,2022 Mercedes-Benz A-Class Limousine A 200d BSVI,2022,Third Party insurance,Diesel,5,10000.0,1950 cc,2022,Power Steering,147.51,320.0,320.0,17.0,42.0,-0.035541262931206644
467,2022 Mercedes-Benz GLS 400d 4MATIC,Dec-22,Comprehensive,Diesel,7,19000.0,Second Owner,Automatic,2022,2925.0,3258640000000.0,3258640000000.0,700.0,1.15,-0.04732133289633691
468,2014 Hyundai Grand i10 Sportz,Jun-14,Comprehensive,Petrol,5,74846.0,Second Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.1,-0.046759003975112824
469,2022 Toyota Glanza S,Nov-22,Comprehensive,Petrol,5,4500.0,First Owner,Manual,2022,22.35,1197.0,1197.0,8850.0,7.55,-0.04547574053949888
470,2012 Hyundai i20 Magna,Feb-12,Comprehensive,Petrol,5,97722.0,Third Owner,Manual,2012,18.5,1197.0,1197.0,805200.0,2.27,-0.046998354233890254
471,2023 Jeep Wrangler Rubicon,Feb-23,Third Party insurance,Petrol,5,9000.0,First Owner,Automatic,2023,12.1,1998.0,1998.0,26530.0,70.0,-0.027466796370040243
472,2020 Mercedes-Benz AMG GLE 53 Coupe,Feb-20,Third Party,Petrol,5,19000.0,First Owner,Automatic,2020,8.9,2999.0,2999.0,435.0,78.99,-0.024874315856294318
473,2015 Honda City i VTEC CVT VX,Nov-15,Comprehensive,Petrol,5,79683.0,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.35,-0.04582178910640601
474,2022 Maruti Swift Dzire VXI AT,Jul-22,Comprehensive,Petrol,5,26000.0,First Owner,Automatic,2022,22.61,1197.0,1197.0,8850.0,7.95,-0.0453603910171965
475,2016 BMW X1 sDrive 20d xLine,Jul-16,Third Party insurance,Diesel,5,70000.0,Second Owner,Automatic,2016,20.68,1995.0,1995.0,188.0,15.5,-0.04318316878373913
476,2019 Kia Seltos GTX Plus DCT,Nov-19,Comprehensive,Petrol,5,85540.0,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,13.86,-0.04365610182517887
477,2023 Mahindra XUV300 W6 Turbo,2023,Third Party insurance,Petrol,5,10000.0,First Owner,Manual,2023,1197.0,12873.0,12873.0,230.0,11.7,-0.044278989245611716
478,2019 Maruti Baleno Alpha,Mar-19,Comprehensive,Petrol,5,50170.0,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.87,-0.045671834727412916
479,2020 BMW X7 xDrive30d DPE Signature,Jul-20,Comprehensive,Diesel,7,44000.0,First Owner,Automatic,2020,13.38,2993.0,2993.0,26150.0,98.5,-0.019248142905995868
480,2022 Mercedes-Benz C-Class Progressive C 220d,Dec-22,Comprehensive,Diesel,5,4000.0,First Owner,Automatic,2022,12.6,1950.0,1950.0,194.0,56.75,-0.03128774929630648
481,2015 Maruti Wagon R VXi BSII,Aug-15,Comprehensive,Petrol,5,37163.0,Second Owner,Manual,2015,998.0,671.0,671.0,90.0,3.18,-0.046735934070652345
482,2022 MG Hector Sharp CVT,Jul-22,Third Party insurance,Petrol,5,21003.0,First Owner,Automatic,2022,1451.0,141.0,141.0,250.0,18.75,-0.04224595391503232
483,2018 BMW X3 xDrive 20d Luxury Line,Aug-18,Comprehensive,Diesel,5,49000.0,First Owner,Automatic,2018,16.55,1995.0,1995.0,1877.0,39.0,-0.03640638434847447
484,2011 Maruti A-Star AT VXI,Jun-11,Comprehensive,Petrol,5,89057.0,Second Owner,Automatic,2011,16.98,998.0,998.0,661.0,2.26,-0.047001237971947815
485,2021 Mercedes-Benz C-Class Progressive C 200,Nov-21,Comprehensive,Petrol,5,12000.0,First Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,44.5,-0.03482032841681679
486,2022 Maruti Vitara Brezza VXI AT,Nov-22,Comprehensive,Petrol,5,11000.0,First Owner,Automatic,2022,18.76,1462.0,1462.0,10326.0,9.99,-0.044772108453454376
487,2022 Mercedes-Benz GLS 400d 4MATIC,Dec-22,Comprehensive,Diesel,7,19000.0,Second Owner,Automatic,2022,2925.0,3258640000000.0,3258640000000.0,700.0,1.15,-0.04732133289633691
488,2014 Hyundai Grand i10 Sportz,Jun-14,Comprehensive,Petrol,5,74846.0,Second Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.1,-0.046759003975112824
489,2022 Toyota Glanza S,Nov-22,Comprehensive,Petrol,5,4500.0,First Owner,Manual,2022,22.35,1197.0,1197.0,8850.0,7.55,-0.04547574053949888
490,2012 Hyundai i20 Magna,Feb-12,Comprehensive,Petrol,5,97722.0,Third Owner,Manual,2012,18.5,1197.0,1197.0,805200.0,2.27,-0.046998354233890254
491,2023 Jeep Wrangler Rubicon,Feb-23,Third Party insurance,Petrol,5,9000.0,First Owner,Automatic,2023,12.1,1998.0,1998.0,26530.0,70.0,-0.027466796370040243
492,2020 Mercedes-Benz AMG GLE 53 Coupe,Feb-20,Third Party,Petrol,5,19000.0,First Owner,Automatic,2020,8.9,2999.0,2999.0,435.0,78.99,-0.024874315856294318
493,2015 Honda City i VTEC CVT VX,Nov-15,Comprehensive,Petrol,5,79683.0,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.35,-0.04582178910640601
494,2022 Maruti Swift Dzire VXI AT,Jul-22,Comprehensive,Petrol,5,26000.0,First Owner,Automatic,2022,22.61,1197.0,1197.0,8850.0,7.95,-0.0453603910171965
495,2016 BMW X1 sDrive 20d xLine,Jul-16,Third Party insurance,Diesel,5,70000.0,Second Owner,Automatic,2016,20.68,1995.0,1995.0,188.0,15.5,-0.04318316878373913
496,2019 Kia Seltos GTX Plus DCT,Nov-19,Comprehensive,Petrol,5,85540.0,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,13.86,-0.04365610182517887
497,2023 Mahindra XUV300 W6 Turbo,2023,Third Party insurance,Petrol,5,10000.0,First Owner,Manual,2023,1197.0,12873.0,12873.0,230.0,11.7,-0.044278989245611716
498,2019 Maruti Baleno Alpha,Mar-19,Comprehensive,Petrol,5,50170.0,First Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,6.87,-0.045671834727412916
499,2020 BMW X7 xDrive30d DPE Signature,Jul-20,Comprehensive,Diesel,7,44000.0,First Owner,Automatic,2020,13.38,2993.0,2993.0,26150.0,98.5,-0.019248142905995868
500,2022 Mercedes-Benz C-Class Progressive C 220d,Dec-22,Comprehensive,Diesel,5,4000.0,First Owner,Automatic,2022,12.6,1950.0,1950.0,194.0,56.75,-0.03128774929630648
501,2015 Maruti Wagon R VXi BSII,Aug-15,Comprehensive,Petrol,5,37163.0,Second Owner,Manual,2015,998.0,671.0,671.0,90.0,3.18,-0.046735934070652345
502,2022 MG Hector Sharp CVT,Jul-22,Third Party insurance,Petrol,5,21003.0,First Owner,Automatic,2022,1451.0,141.0,141.0,250.0,18.75,-0.04224595391503232
503,2018 BMW X3 xDrive 20d Luxury Line,Aug-18,Comprehensive,Diesel,5,49000.0,First Owner,Automatic,2018,16.55,1995.0,1995.0,1877.0,39.0,-0.03640638434847447
504,2011 Maruti A-Star AT VXI,Jun-11,Comprehensive,Petrol,5,89057.0,Second Owner,Automatic,2011,16.98,998.0,998.0,661.0,2.26,-0.047001237971947815
505,2021 Mercedes-Benz C-Class Progressive C 200,Nov-21,Comprehensive,Petrol,5,12000.0,First Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,44.5,-0.03482032841681679
506,2022 Maruti Vitara Brezza VXI AT,Nov-22,Comprehensive,Petrol,5,11000.0,First Owner,Automatic,2022,18.76,1462.0,1462.0,10326.0,9.99,-0.044772108453454376
507,2016 Honda City i VTEC VX Option BL,Aug-16,Comprehensive,Petrol,5,72692.0,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.85,-0.04567760220352804
508,2016 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,Jul-16,Comprehensive,Petrol,5,47463.0,Second Owner,Automatic,2016,15.63,1499.0,1499.0,1104.0,6.33,-0.04582755658252113
509,2022 Mercedes-Benz GLC 200,Jul-22,Zero Dep,Petrol,5,7651.0,First Owner,Automatic,2022,12.74,1991.0,1991.0,197.0,61.0,-0.03006216062184373
510,2014 Honda City i VTEC VX,Jun-14,Comprehensive,Petrol,5,69348.0,First Owner,Manual,2014,17.8,1497.0,1497.0,1173.0,6.19,-0.04586792891532696
511,2016 Jaguar XJ 3.0L Portfolio,Jul-16,Comprehensive,Diesel,5,40000.0,First Owner,Automatic,2016,14.47,2993.0,2993.0,30173.0,32.5,-0.0382808140858881
512,2020 Land Rover Range Rover Velar P250 R-Dynamic SE,Nov-20,Comprehensive,Petrol,5,18000.0,First Owner,Automatic,2020,15.8,1997.0,1997.0,247.0,80.0,-0.024583058312480813
513,2011 Toyota Etios G,Dec-11,Comprehensive,Petrol,5,51710.0,First Owner,Manual,2011,18.9,1462.0,1462.0,1173.0,2.48,-0.04693779573468151
514,2013 Hyundai Santro Xing GLS CNG,2013,Third Party insurance,CNG,5,40000.0,Second Owner,Manual,2013,11.88,1086.0,1086.0,621.0,2.1,-0.04704737778086877
515,2016 Mercedes-Benz GLS 350d 4MATIC,Jul-16,Comprehensive,Diesel,7,84000.0,First Owner,Automatic,2016,11.0,2987.0,2987.0,258.0,46.21,-0.03432720920897412
516,2013 Maruti Wagon R VXi BSII,Mar-13,Comprehensive,Petrol,5,62411.0,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.9,-0.04681667873626401
517,2022 Maruti Brezza Zxi Plus BSVI,Nov-22,Third Party insurance,Petrol,5,22711.0,First Owner,Manual,2022,19.89,1462.0,1462.0,10165.0,11.35,-0.0443799200776263
518,2014 Hyundai Grand i10 Sportz,Oct-14,Comprehensive,Petrol,5,90576.0,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.37,-0.046681143047558715
519,2018 Mercedes-Benz E-Class E 350d,Dec-18,Comprehensive,Diesel,5,44000.0,First Owner,Automatic,2018,17.0,2987.0,2987.0,2548.0,44.0,-0.03496451531969476
520,2017 Maruti Swift LXI Option,Aug-17,Comprehensive,Petrol,5,49000.0,First Owner,Manual,2017,1197.0,8180.0,8180.0,113.0,4.25,-0.04642737409849349
521,2019 Hyundai Venue SX Turbo,Jan-20,Comprehensive,Petrol,5,40678.0,First Owner,Manual,2019,18.27,998.0,998.0,11835.0,9.24,-0.04498838880777133
522,2012 Maruti Wagon R LX BS IV,Jan-12,Comprehensive,Petrol,5,32000.0,First Owner,Manual,2012,998.0,6704.0,6704.0,90.0,2.2,-0.04701854040029318
523,2020 Maruti Ertiga ZXI Plus,Mar-20,Comprehensive,Petrol,7,27500.0,First Owner,Manual,2020,19.01,1462.0,1462.0,10326.0,10.5,-0.04462503781251884
524,2018 Hyundai i20 Sportz 1.2,Jun-18,Comprehensive,Petrol,5,92539.0,First Owner,Manual,2018,18.6,1197.0,1197.0,8183.0,5.28,-0.046130349078564864
525,2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,Dec-21,Comprehensive,Petrol,5,21000.0,First Owner,Automatic,2021,15.3,1998.0,1998.0,25479.0,48.0,-0.03381102009667099
526,2020 Maruti Baleno 1.2 Zeta,Jun-20,Comprehensive,Petrol,5,6000.0,First Owner,Manual,2020,21.4,1197.0,1197.0,831.0,6.95,-0.045648764822952444
527,2016 Honda City i VTEC VX Option BL,Aug-16,Comprehensive,Petrol,5,72692.0,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.85,-0.04567760220352804
528,2016 Ford Ecosport 1.5 Ti VCT AT Titanium BSIV,Jul-16,Comprehensive,Petrol,5,47463.0,Second Owner,Automatic,2016,15.63,1499.0,1499.0,1104.0,6.33,-0.04582755658252113
529,2022 Mercedes-Benz GLC 200,Jul-22,Zero Dep,Petrol,5,7651.0,First Owner,Automatic,2022,12.74,1991.0,1991.0,197.0,61.0,-0.03006216062184373
530,2014 Honda City i VTEC VX,Jun-14,Comprehensive,Petrol,5,69348.0,First Owner,Manual,2014,17.8,1497.0,1497.0,1173.0,6.19,-0.04586792891532696
531,2016 Jaguar XJ 3.0L Portfolio,Jul-16,Comprehensive,Diesel,5,40000.0,First Owner,Automatic,2016,14.47,2993.0,2993.0,30173.0,32.5,-0.0382808140858881
532,2020 Land Rover Range Rover Velar P250 R-Dynamic SE,Nov-20,Comprehensive,Petrol,5,18000.0,First Owner,Automatic,2020,15.8,1997.0,1997.0,247.0,80.0,-0.024583058312480813
533,2011 Toyota Etios G,Dec-11,Comprehensive,Petrol,5,51710.0,First Owner,Manual,2011,18.9,1462.0,1462.0,1173.0,2.48,-0.04693779573468151
534,2013 Hyundai Santro Xing GLS CNG,2013,Third Party insurance,CNG,5,40000.0,Second Owner,Manual,2013,11.88,1086.0,1086.0,621.0,2.1,-0.04704737778086877
535,2016 Mercedes-Benz GLS 350d 4MATIC,Jul-16,Comprehensive,Diesel,7,84000.0,First Owner,Automatic,2016,11.0,2987.0,2987.0,258.0,46.21,-0.03432720920897412
536,2013 Maruti Wagon R VXi BSII,Mar-13,Comprehensive,Petrol,5,62411.0,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.9,-0.04681667873626401
537,2022 Maruti Brezza Zxi Plus BSVI,Nov-22,Third Party insurance,Petrol,5,22711.0,First Owner,Manual,2022,19.89,1462.0,1462.0,10165.0,11.35,-0.0443799200776263
538,2014 Hyundai Grand i10 Sportz,Oct-14,Comprehensive,Petrol,5,90576.0,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.37,-0.046681143047558715
539,2018 Mercedes-Benz E-Class E 350d,Dec-18,Comprehensive,Diesel,5,44000.0,First Owner,Automatic,2018,17.0,2987.0,2987.0,2548.0,44.0,-0.03496451531969476
540,2017 Maruti Swift LXI Option,Aug-17,Comprehensive,Petrol,5,49000.0,First Owner,Manual,2017,1197.0,8180.0,8180.0,113.0,4.25,-0.04642737409849349
541,2019 Hyundai Venue SX Turbo,Jan-20,Comprehensive,Petrol,5,40678.0,First Owner,Manual,2019,18.27,998.0,998.0,11835.0,9.24,-0.04498838880777133
542,2012 Maruti Wagon R LX BS IV,Jan-12,Comprehensive,Petrol,5,32000.0,First Owner,Manual,2012,998.0,6704.0,6704.0,90.0,2.2,-0.04701854040029318
543,2020 Maruti Ertiga ZXI Plus,Mar-20,Comprehensive,Petrol,7,27500.0,First Owner,Manual,2020,19.01,1462.0,1462.0,10326.0,10.5,-0.04462503781251884
544,2018 Hyundai i20 Sportz 1.2,Jun-18,Comprehensive,Petrol,5,92539.0,First Owner,Manual,2018,18.6,1197.0,1197.0,8183.0,5.28,-0.046130349078564864
545,2021 BMW 3 Series Gran Limousine 330Li M Sport First Edition,Dec-21,Comprehensive,Petrol,5,21000.0,First Owner,Automatic,2021,15.3,1998.0,1998.0,25479.0,48.0,-0.03381102009667099
546,2020 Maruti Baleno 1.2 Zeta,Jun-20,Comprehensive,Petrol,5,6000.0,First Owner,Manual,2020,21.4,1197.0,1197.0,831.0,6.95,-0.045648764822952444
547,2022 Mahindra XUV700 AX7 AT Luxury Pack,May-22,Comprehensive,Petrol,7,5000.0,First Owner,Automatic,2022,1999.0,19713.0,19713.0,380.0,26.5,-0.04001105692042376
548,2019 Tata Tiago XZ Plus,Sep-19,Comprehensive,Petrol,5,16570.0,First Owner,Manual,2019,23.84,1199.0,1199.0,8383.0,5.23,-0.046144767768852665
549,2022 Maruti Wagon R VXI,Aug-22,Comprehensive,Petrol,5,11000.0,First Owner,Manual,2022,21.79,998.0,998.0,6705.0,5.75,-0.04599481338985958
550,2017 Honda WR-V i-VTEC VX,Oct-17,Comprehensive,Petrol,5,39791.0,First Owner,Manual,2017,17.5,1199.0,1199.0,887.0,6.92,-0.04565741603712512
551,2017 Mahindra XUV500 W8 2WD,May-17,Comprehensive,Diesel,7,138000.0,First Owner,Manual,2017,16.0,2179.0,2179.0,140.0,6.95,-0.045648764822952444
552,2023 Mercedes-Benz G G 63 AMG,Aug-23,Comprehensive,Petrol,5,3000.0,First Owner,Automatic,2023,8.13,3982.0,3982.0,57663.0,4.0,-0.04649946754993248
553,2012 Maruti Swift Dzire LXI,Mar-12,Comprehensive,Petrol,5,94176.0,First Owner,Manual,2012,1197.0,8850.0,8850.0,113.0,2.67,-0.046883004711587885
554,2023 Porsche Cayenne 3.6 S Platinum Edition,Sep-23,Comprehensive,Petrol,5,11000.0,First Owner,Automatic,2023,12.5,3604.0,3604.0,420.0,1.47,-0.04722905327849501
555,2019 Kia Seltos GTK,Oct-19,Comprehensive,Petrol,5,30000.0,First Owner,Manual,2019,16.1,1353.0,1353.0,138.0,13.25,-0.04383200984669
556,2021 Volkswagen Taigun 1.5 TSI GT BSVI,Jan-22,Comprehensive,Petrol,5,49594.0,First Owner,Manual,2021,18.47,1498.0,1498.0,14751.0,13.37,-0.04379740498999929
557,2012 Volkswagen Polo Petrol Comfortline 1.2L,Nov-12,Comprehensive,Petrol,5,60000.0,First Owner,Manual,2012,16.47,1198.0,1198.0,739.0,2.7,-0.04687435349741521
558,2015 Honda Brio S MT,Feb-16,Comprehensive,Petrol,5,76441.0,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.26,-0.04671286416619187
559,2014 Mercedes-Benz M-Class ML 350 CDI,Jul-14,Third Party insurance,Diesel,5,75000.0,Second Owner,Automatic,2014,11.74,2987.0,2987.0,2548.0,17.75,-0.04253432772078826
560,2017 Maruti Wagon R VXI AMT,Jul-17,Comprehensive,Petrol,5,53000.0,First Owner,Automatic,2017,21.79,998.0,998.0,6705.0,3.95,-0.04651388624022028
561,2017 Hyundai Creta 1.6 Gamma SX Plus,Sep-17,Comprehensive,Petrol,5,56572.0,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,9.31,-0.044968202641368415
562,2018 Maruti Baleno Alpha,Jul-18,Comprehensive,Petrol,5,27210.0,First Owner,Manual,2018,21.01,1197.0,1197.0,8180.0,6.0,-0.04592271993842059
563,2017 Mercedes-Benz GLE 400 4MATIC,Jul-17,Comprehensive,Petrol,5,56000.0,First Owner,Automatic,2017,9.7,2996.0,2996.0,32855.0,45.75,-0.03445986115962186
564,2014 Hyundai i20 Asta 1.2,Nov-14,Comprehensive,Petrol,5,62677.0,First Owner,Manual,2014,18.6,1197.0,1197.0,8183.0,4.92,-0.046234163648637014
565,2023 Maruti Baleno Delta,Jan-23,Comprehensive,Petrol,5,18000.0,First Owner,Manual,2023,22.35,1197.0,1197.0,8850.0,7.5,-0.04549015922978667
566,2019 BMW 5 Series 520d Luxury Line,Oct-19,Comprehensive,Diesel,5,35000.0,First Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,45.0,-0.034676141513938816
567,2022 Mahindra XUV700 AX7 AT Luxury Pack,May-22,Comprehensive,Petrol,7,5000.0,First Owner,Automatic,2022,1999.0,19713.0,19713.0,380.0,26.5,-0.04001105692042376
568,2019 Tata Tiago XZ Plus,Sep-19,Comprehensive,Petrol,5,16570.0,First Owner,Manual,2019,23.84,1199.0,1199.0,8383.0,5.23,-0.046144767768852665
569,2022 Maruti Wagon R VXI,Aug-22,Comprehensive,Petrol,5,11000.0,First Owner,Manual,2022,21.79,998.0,998.0,6705.0,5.75,-0.04599481338985958
570,2017 Honda WR-V i-VTEC VX,Oct-17,Comprehensive,Petrol,5,39791.0,First Owner,Manual,2017,17.5,1199.0,1199.0,887.0,6.92,-0.04565741603712512
571,2017 Mahindra XUV500 W8 2WD,May-17,Comprehensive,Diesel,7,138000.0,First Owner,Manual,2017,16.0,2179.0,2179.0,140.0,6.95,-0.045648764822952444
572,2023 Mercedes-Benz G G 63 AMG,Aug-23,Comprehensive,Petrol,5,3000.0,First Owner,Automatic,2023,8.13,3982.0,3982.0,57663.0,4.0,-0.04649946754993248
573,2012 Maruti Swift Dzire LXI,Mar-12,Comprehensive,Petrol,5,94176.0,First Owner,Manual,2012,1197.0,8850.0,8850.0,113.0,2.67,-0.046883004711587885
574,2023 Porsche Cayenne 3.6 S Platinum Edition,Sep-23,Comprehensive,Petrol,5,11000.0,First Owner,Automatic,2023,12.5,3604.0,3604.0,420.0,1.47,-0.04722905327849501
575,2019 Kia Seltos GTK,Oct-19,Comprehensive,Petrol,5,30000.0,First Owner,Manual,2019,16.1,1353.0,1353.0,138.0,13.25,-0.04383200984669
576,2021 Volkswagen Taigun 1.5 TSI GT BSVI,Jan-22,Comprehensive,Petrol,5,49594.0,First Owner,Manual,2021,18.47,1498.0,1498.0,14751.0,13.37,-0.04379740498999929
577,2012 Volkswagen Polo Petrol Comfortline 1.2L,Nov-12,Comprehensive,Petrol,5,60000.0,First Owner,Manual,2012,16.47,1198.0,1198.0,739.0,2.7,-0.04687435349741521
578,2015 Honda Brio S MT,Feb-16,Comprehensive,Petrol,5,76441.0,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.26,-0.04671286416619187
579,2014 Mercedes-Benz M-Class ML 350 CDI,Jul-14,Third Party insurance,Diesel,5,75000.0,Second Owner,Automatic,2014,11.74,2987.0,2987.0,2548.0,17.75,-0.04253432772078826
580,2017 Maruti Wagon R VXI AMT,Jul-17,Comprehensive,Petrol,5,53000.0,First Owner,Automatic,2017,21.79,998.0,998.0,6705.0,3.95,-0.04651388624022028
581,2017 Hyundai Creta 1.6 Gamma SX Plus,Sep-17,Comprehensive,Petrol,5,56572.0,First Owner,Manual,2017,15.29,1591.0,1591.0,1213.0,9.31,-0.044968202641368415
582,2018 Maruti Baleno Alpha,Jul-18,Comprehensive,Petrol,5,27210.0,First Owner,Manual,2018,21.01,1197.0,1197.0,8180.0,6.0,-0.04592271993842059
583,2017 Mercedes-Benz GLE 400 4MATIC,Jul-17,Comprehensive,Petrol,5,56000.0,First Owner,Automatic,2017,9.7,2996.0,2996.0,32855.0,45.75,-0.03445986115962186
584,2014 Hyundai i20 Asta 1.2,Nov-14,Comprehensive,Petrol,5,62677.0,First Owner,Manual,2014,18.6,1197.0,1197.0,8183.0,4.92,-0.046234163648637014
585,2023 Maruti Baleno Delta,Jan-23,Comprehensive,Petrol,5,18000.0,First Owner,Manual,2023,22.35,1197.0,1197.0,8850.0,7.5,-0.04549015922978667
586,2019 BMW 5 Series 520d Luxury Line,Oct-19,Comprehensive,Diesel,5,35000.0,First Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,45.0,-0.034676141513938816
587,2019 BMW X5 xDrive 30d xLine,Jul-19,Comprehensive,Diesel,5,38000.0,Second Owner,Automatic,2019,13.38,2993.0,2993.0,26150.0,46.21,-0.03432720920897412
588,2018 Renault Captur 1.5 Diesel RXE,Jun-18,Comprehensive,Diesel,5,109495.0,First Owner,Manual,2018,20.37,1461.0,1461.0,10849.0,6.53,-0.045769881821369936
589,2011 Toyota Etios G,Jul-11,Comprehensive,Petrol,5,54214.0,First Owner,Manual,2011,18.9,1462.0,1462.0,1173.0,2.55,-0.04691760956827859
590,2015 Audi A4 2.0 TDI Premium Plus,Jan-15,Third Party insurance,Diesel,5,43600.0,Second Owner,Automatic,2015,17.11,1968.0,1968.0,17433.0,11.9,-0.044221314484460525
591,2020 Mercedes-Benz C-Class Progressive C 220d,Oct-20,Comprehensive,Diesel,5,30000.0,First Owner,Automatic,2020,12.6,1950.0,1950.0,194.0,37.5,-0.036838945057108385
592,2018 Maruti SX4 S Cross Zeta DDiS 200 SH,Apr-18,Comprehensive,Diesel,5,45240.0,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,7.34,-0.04553629903870762
593,2018 Datsun RediGO 1.0 T Option,May-18,Comprehensive,Petrol,5,3600.0,First Owner,Manual,2018,22.5,999.0,999.0,67.0,3.45,-0.04665807314309825
594,2021 Mercedes-Benz G G 350d,Sep-23,Comprehensive,Diesel,5,36000.0,First Owner,Automatic,2021,8.13,2925.0,2925.0,28161.0,2.05,-0.04706179647115656
595,2020 Maruti Baleno Zeta,Jan-21,Comprehensive,Petrol,5,59090.0,First Owner,Manual,2020,21.01,1197.0,1197.0,8180.0,6.42,-0.04580160294000309
596,2012 Audi Q3 35 TDI Quattro Premium,Nov-12,Comprehensive,Diesel,5,126000.0,First Owner,Automatic,2012,15.73,1968.0,1968.0,17433.0,6.5,-0.04577853303554262
597,2014 Hyundai Grand i10 Sportz,Feb-15,Comprehensive,Petrol,5,70717.0,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,3.86,-0.046539839882738306
